id_cafes;nombre;pais;variedad;presentacion;notas_sabor;altitud
781;Cedro del Sol Naciente 781;Costa Rica;Caturra;cápsula;frutal|miel|cítrico;1400–1800 msnm
782;Cacao del Río Grande 782;El Salvador;Catuai;grano;frutal|caramelo|vino tinto;1700–2100 msnm
783;Ceiba del Viento 783;Nicaragua;Castillo;molido;chocolate|nuez|vainilla;1000–1400 msnm
784;Leyenda del Viento 784;Perú;Geisha;molido;panela|frutal|cacao;900–1200 msnm
785;Mirador del Sol 785;Ecuador;Typica;molido;floral|jazmín|cítrico;1400–1800 msnm
786;Quetzal Real 786;Nicaragua;Bourbon;molido;frutal|caramelo|vino tinto;1600–2000 msnm
787;Granito del Horizonte Dorado 787;Honduras;Castillo;cápsula;frutal|miel|cítrico;1300–1600 msnm
788;Rayo del Maíz 788;Colombia;Catuai;molido;frutal|chocolate|floral;1400–1800 msnm
789;Reserva del Sol 789;Perú;Pacamara;molido;frutal|caramelo|vino tinto;900–1200 msnm
790;Quetzal del Valle Sagrado 790;Nicaragua;Castillo;grano;floral|jazmín|cítrico;900–1200 msnm
791;Río del Nevado 791;Ecuador;Pacamara;cápsula;panela|frutal|cacao;1200–1500 msnm
792;Sendero del Ande 792;Ecuador;Mundo Novo;cápsula;frutal|miel|cítrico;1700–2100 msnm
793;Granito del Camino 793;Costa Rica;Caturra;cápsula;cítrico|floral|miel;1500–1900 msnm
794;Encanto Andina 794;Brasil;Maragogipe;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
795;Esencia del Encanto Andino 795;Costa Rica;Maragogipe;grano;cítrico|floral|miel;1700–2100 msnm
796;Quetzal Clásica 796;Colombia;Catuai;cápsula;frutal|caramelo|vino tinto;1400–1800 msnm
797;Perla del Horizonte 797;Costa Rica;Typica;grano;frutal|caramelo|vino tinto;1500–1900 msnm
798;Granito del Café Especial 798;Ecuador;Bourbon;molido;frutal|caramelo|vino tinto;1500–1900 msnm
799;Corazón del Mar 799;Brasil;Bourbon;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
800;Mística del Encanto Andino 800;Brasil;Maragogipe;grano;terroso|especias|chocolate;1200–1500 msnm
801;Selva del Río 801;México;Bourbon;molido;frutal|miel|cítrico;1600–2000 msnm
802;Río del Cóndor 802;México;Geisha;grano;frutal|chocolate|floral;1300–1600 msnm
803;Rayo del Horizonte 803;Bolivia;Catuai;cápsula;floral|jazmín|cítrico;1500–1900 msnm
804;Colibrí del Río Grande 804;Ecuador;Pacamara;cápsula;terroso|especias|chocolate;1600–2000 msnm
805;Trueno del Encanto Andino 805;Bolivia;Bourbon;molido;floral|té negro|frutal;1300–1600 msnm
806;Sol del Lago 806;Honduras;Mundo Novo;grano;floral|té negro|frutal;1500–1900 msnm
807;Horizonte del Mar 807;Perú;Bourbon;cápsula;floral|jazmín|cítrico;1200–1500 msnm
808;Travesía del Cóndor 808;Colombia;Villalobos;molido;floral|jazmín|cítrico;1400–1800 msnm
809;Guacamayo Clásica 809;Nicaragua;Mundo Novo;cápsula;floral|té negro|frutal;1200–1500 msnm
810;Mirador del Norte 810;México;Geisha;molido;caramelo|nuez|chocolate;900–1200 msnm
811;Esencia del Oro 811;Guatemala;Villalobos;cápsula;frutal|miel|cítrico;1600–2000 msnm
812;Cacao del Mar 812;México;Pacamara;grano;floral|jazmín|cítrico;1500–1900 msnm
813;Aroma del Este 813;Bolivia;Catuai;cápsula;chocolate|nuez|vainilla;1500–1900 msnm
814;Alma del Viento 814;Bolivia;Geisha;grano;terroso|especias|chocolate;1300–1600 msnm
815;Corazón Clásica 815;Colombia;Castillo;molido;floral|té negro|frutal;1200–1500 msnm
816;Flor del Valle 816;Colombia;Bourbon;grano;frutal|miel|cítrico;900–1200 msnm
817;Perla Suprema 817;Honduras;Castillo;molido;frutal|miel|cítrico;1200–1500 msnm
818;Cascada Tropical 818;Ecuador;Typica;molido;frutal|chocolate|floral;1700–2100 msnm
819;Encanto del Viento 819;Honduras;Bourbon;cápsula;cítrico|floral|miel;1700–2100 msnm
820;Joya del Corazón 820;Costa Rica;Pacamara;grano;floral|jazmín|cítrico;1500–1900 msnm
821;Colibrí del Sol 821;Guatemala;Castillo;grano;frutal|caramelo|vino tinto;900–1200 msnm
822;Corazón del Espíritu 822;Perú;Villalobos;molido;frutal|chocolate|floral;1200–1500 msnm
823;Valle del Horizonte Dorado 823;Perú;Castillo;molido;floral|té negro|frutal;1000–1400 msnm
824;Sierra Verde 824;Brasil;Bourbon;molido;frutal|miel|cítrico;1000–1400 msnm
825;Río Clásica 825;Bolivia;Maragogipe;molido;chocolate|nuez|vainilla;1300–1600 msnm
826;Cedro Encantada 826;El Salvador;Pacamara;cápsula;frutal|chocolate|floral;1700–2100 msnm
827;Fuego del Este 827;El Salvador;Maragogipe;grano;panela|frutal|cacao;1600–2000 msnm
828;Tesoro del Amanecer 828;El Salvador;Mundo Novo;molido;floral|jazmín|cítrico;1000–1400 msnm
829;Quetzal del Ande 829;México;Geisha;grano;panela|frutal|cacao;1000–1400 msnm
830;Corazón del Valle Sagrado 830;México;Catuai;cápsula;floral|jazmín|cítrico;1300–1600 msnm
831;Montaña del Paraíso 831;Guatemala;Pacamara;grano;frutal|chocolate|floral;1600–2000 msnm
832;Fuente del Oro 832;El Salvador;Mundo Novo;molido;frutal|miel|cítrico;1600–2000 msnm
833;Camino Suprema 833;Ecuador;Caturra;molido;chocolate|nuez|vainilla;1500–1900 msnm
834;Encanto Nevada 834;Bolivia;Castillo;molido;frutal|chocolate|floral;900–1200 msnm
835;Leyenda Verde 835;México;Typica;cápsula;frutal|caramelo|vino tinto;1400–1800 msnm
836;Colibrí Dorada 836;Ecuador;Villalobos;molido;frutal|chocolate|floral;900–1200 msnm
837;Horizonte del Tesoro 837;Ecuador;Bourbon;cápsula;cítrico|floral|miel;900–1200 msnm
838;Rincón Verde 838;Honduras;Caturra;grano;chocolate|nuez|vainilla;1000–1400 msnm
839;Río del Sol 839;Ecuador;Catuai;grano;caramelo|nuez|chocolate;1700–2100 msnm
840;Cedro Dorada 840;Colombia;Caturra;cápsula;chocolate|nuez|vainilla;1200–1500 msnm
841;Nube del Horizonte 841;México;Castillo;grano;frutal|chocolate|floral;1000–1400 msnm
842;Maíz del Lago 842;México;Castillo;molido;terroso|especias|chocolate;1200–1500 msnm
843;Cedro del Amanecer 843;Nicaragua;Typica;grano;caramelo|nuez|chocolate;900–1200 msnm
844;Sendero del Nevado 844;Honduras;Castillo;grano;cítrico|floral|miel;1500–1900 msnm
845;Montaña Clásica 845;Bolivia;Pacamara;molido;panela|frutal|cacao;1600–2000 msnm
846;Esencia del Sol Naciente 846;Costa Rica;Mundo Novo;grano;terroso|especias|chocolate;1200–1500 msnm
847;Aroma Suprema 847;Brasil;Castillo;molido;frutal|chocolate|floral;1300–1600 msnm
848;Cumbre del Este 848;Ecuador;Castillo;grano;floral|jazmín|cítrico;1500–1900 msnm
849;Flor del Trópico 849;Honduras;Typica;grano;panela|frutal|cacao;1700–2100 msnm
850;Quetzal del Tesoro 850;Costa Rica;Pacamara;molido;caramelo|nuez|chocolate;1700–2100 msnm
851;Alma del Tesoro 851;Costa Rica;Mundo Novo;molido;panela|frutal|cacao;1500–1900 msnm
852;Montaña Mística 852;Bolivia;Villalobos;cápsula;frutal|miel|cítrico;1400–1800 msnm
853;Nube del Horizonte Dorado 853;Costa Rica;Bourbon;molido;chocolate|nuez|vainilla;1300–1600 msnm
854;Sierra Suprema 854;Guatemala;Catuai;cápsula;chocolate|nuez|vainilla;1300–1600 msnm
855;Travesía Nevada 855;Honduras;Catuai;grano;panela|frutal|cacao;1300–1600 msnm
856;Selva del Nevado 856;Brasil;Pacamara;molido;floral|té negro|frutal;1600–2000 msnm
857;Luz del Horizonte 857;México;Maragogipe;molido;caramelo|nuez|chocolate;1200–1500 msnm
858;Reserva del Corazón 858;Colombia;Mundo Novo;molido;floral|té negro|frutal;1200–1500 msnm
859;Camino del Maíz 859;Guatemala;Caturra;molido;caramelo|nuez|chocolate;900–1200 msnm
860;Trueno Nevada 860;Honduras;Catuai;cápsula;panela|frutal|cacao;1200–1500 msnm
861;Cedro del Paraíso 861;Honduras;Pacamara;grano;floral|té negro|frutal;1700–2100 msnm
862;Trueno del Mundo 862;Brasil;Typica;cápsula;floral|té negro|frutal;900–1200 msnm
863;Aurora del Nevado 863;Brasil;Typica;molido;caramelo|nuez|chocolate;1300–1600 msnm
864;Corazón del Cóndor 864;Bolivia;Castillo;grano;floral|té negro|frutal;1600–2000 msnm
865;Rayo del Mundo 865;Bolivia;Mundo Novo;molido;floral|té negro|frutal;1700–2100 msnm
866;Fuego del Río 866;Guatemala;Typica;grano;floral|jazmín|cítrico;1500–1900 msnm
867;Sol del Norte 867;Brasil;Pacamara;grano;frutal|caramelo|vino tinto;1200–1500 msnm
868;Guacamayo Suprema 868;Perú;Geisha;grano;floral|jazmín|cítrico;1700–2100 msnm
869;Corazón del Amanecer 869;Brasil;Geisha;molido;caramelo|nuez|chocolate;1200–1500 msnm
870;Tesoro del Valle 870;Perú;Caturra;molido;terroso|especias|chocolate;1000–1400 msnm
871;Sierra del Sur 871;Honduras;Catuai;molido;terroso|especias|chocolate;1600–2000 msnm
872;Aurora del Bosque 872;Honduras;Catuai;molido;frutal|chocolate|floral;1000–1400 msnm
873;Flor del Trueno 873;Nicaragua;Maragogipe;grano;caramelo|nuez|chocolate;1600–2000 msnm
874;Cascada Nevada 874;México;Pacamara;grano;terroso|especias|chocolate;1400–1800 msnm
875;Brisa del Bosque 875;Perú;Caturra;cápsula;frutal|caramelo|vino tinto;1700–2100 msnm
876;Perla del Río Grande 876;El Salvador;Maragogipe;molido;floral|té negro|frutal;1000–1400 msnm
877;Aroma del Valle 877;Honduras;Pacamara;grano;chocolate|nuez|vainilla;1500–1900 msnm
878;Flor del Río Grande 878;México;Castillo;grano;panela|frutal|cacao;1400–1800 msnm
879;Joya del Mundo 879;México;Bourbon;grano;frutal|chocolate|floral;1500–1900 msnm
880;Alma del Alba 880;México;Maragogipe;cápsula;cítrico|floral|miel;1200–1500 msnm
881;Sierra del Ande 881;México;Geisha;grano;frutal|chocolate|floral;1000–1400 msnm
882;Encanto del Sol 882;Honduras;Geisha;grano;caramelo|nuez|chocolate;1300–1600 msnm
883;Maíz del Horizonte 883;Perú;Bourbon;grano;floral|té negro|frutal;1000–1400 msnm
884;Aurora del Oeste 884;Nicaragua;Geisha;cápsula;frutal|chocolate|floral;1400–1800 msnm
885;Sierra del Paraíso 885;Nicaragua;Bourbon;grano;caramelo|nuez|chocolate;1000–1400 msnm
886;Brisa del Horizonte 886;Bolivia;Maragogipe;molido;cítrico|floral|miel;1300–1600 msnm
887;Encanto Dorada 887;Ecuador;Catuai;grano;terroso|especias|chocolate;1400–1800 msnm
888;Fuente del Sur 888;Perú;Typica;grano;frutal|caramelo|vino tinto;1700–2100 msnm
889;Sendero del Bosque Alto 889;Colombia;Mundo Novo;cápsula;cítrico|floral|miel;1500–1900 msnm
890;Selva del Sol 890;Colombia;Villalobos;cápsula;frutal|miel|cítrico;1300–1600 msnm
891;Travesía Tropical 891;Nicaragua;Typica;grano;frutal|chocolate|floral;1700–2100 msnm
892;Sendero del Corazón 892;Colombia;Geisha;cápsula;frutal|chocolate|floral;1600–2000 msnm
893;Aroma del Mundo 893;Costa Rica;Catuai;grano;panela|frutal|cacao;1000–1400 msnm
894;Encanto del Trueno 894;Brasil;Mundo Novo;grano;floral|jazmín|cítrico;1700–2100 msnm
895;Trueno del Bosque 895;Ecuador;Catuai;molido;chocolate|nuez|vainilla;1000–1400 msnm
896;Cascada del Paraíso 896;Brasil;Typica;molido;floral|té negro|frutal;1400–1800 msnm
897;Aurora del Viento 897;Brasil;Bourbon;grano;terroso|especias|chocolate;1400–1800 msnm
898;Horizonte del Encanto Andino 898;Brasil;Bourbon;molido;cítrico|floral|miel;1400–1800 msnm
899;Selva del Valle 899;Ecuador;Villalobos;grano;frutal|caramelo|vino tinto;1600–2000 msnm
900;Sierra del Jaguar 900;Perú;Villalobos;cápsula;caramelo|nuez|chocolate;1600–2000 msnm
901;Alma del Trópico 901;Bolivia;Typica;grano;frutal|chocolate|floral;1300–1600 msnm
902;Flor del Este 902;Nicaragua;Geisha;molido;terroso|especias|chocolate;1400–1800 msnm
903;Cóndor del Amanecer 903;Colombia;Geisha;cápsula;panela|frutal|cacao;1700–2100 msnm
904;Leyenda Tropical 904;México;Geisha;molido;frutal|caramelo|vino tinto;900–1200 msnm
905;Cóndor del Corazón 905;Perú;Mundo Novo;molido;chocolate|nuez|vainilla;1600–2000 msnm
906;Camino Dorada 906;Colombia;Maragogipe;grano;cítrico|floral|miel;900–1200 msnm
907;Perla del Oro 907;Costa Rica;Maragogipe;molido;chocolate|nuez|vainilla;1500–1900 msnm
908;Cumbre Mística 908;Honduras;Catuai;grano;panela|frutal|cacao;1600–2000 msnm
909;Camino del Valle Sagrado 909;Bolivia;Bourbon;grano;frutal|chocolate|floral;1700–2100 msnm
910;Jaguar del Amanecer 910;Costa Rica;Villalobos;molido;frutal|caramelo|vino tinto;1700–2100 msnm
911;Mirador del Camino 911;Costa Rica;Castillo;cápsula;frutal|miel|cítrico;1200–1500 msnm
912;Aurora Clásica 912;Honduras;Geisha;molido;caramelo|nuez|chocolate;1200–1500 msnm
913;Luz del Volcán 913;Perú;Maragogipe;cápsula;panela|frutal|cacao;1400–1800 msnm
914;Cóndor del Sol Naciente 914;Perú;Bourbon;grano;floral|jazmín|cítrico;1200–1500 msnm
915;Rincón del Horizonte Dorado 915;Guatemala;Maragogipe;grano;terroso|especias|chocolate;1400–1800 msnm
916;Granito del Sol 916;Brasil;Typica;molido;frutal|miel|cítrico;1600–2000 msnm
917;Flor del Sol 917;Brasil;Pacamara;molido;caramelo|nuez|chocolate;1300–1600 msnm
918;Valle del Río 918;Bolivia;Pacamara;grano;cítrico|floral|miel;1600–2000 msnm
919;Leyenda del Horizonte Azul 919;Colombia;Typica;grano;cítrico|floral|miel;1500–1900 msnm
920;Luz Mística 920;Colombia;Geisha;grano;chocolate|nuez|vainilla;900–1200 msnm
921;Mirador Mística 921;México;Caturra;grano;panela|frutal|cacao;900–1200 msnm
922;Esencia Clásica 922;Nicaragua;Castillo;cápsula;floral|té negro|frutal;1600–2000 msnm
923;Horizonte del Nevado 923;Honduras;Bourbon;molido;frutal|chocolate|floral;1000–1400 msnm
924;Fuente del Café Especial 924;Honduras;Mundo Novo;cápsula;frutal|caramelo|vino tinto;900–1200 msnm
925;Camino del Viento 925;Ecuador;Bourbon;cápsula;terroso|especias|chocolate;1300–1600 msnm
926;Aroma Tropical 926;Bolivia;Typica;molido;terroso|especias|chocolate;1500–1900 msnm
927;Jaguar del Horizonte Azul 927;Guatemala;Mundo Novo;molido;cítrico|floral|miel;1200–1500 msnm
928;Nube Andina 928;Honduras;Castillo;molido;cítrico|floral|miel;1200–1500 msnm
929;Horizonte Andina 929;Honduras;Pacamara;molido;caramelo|nuez|chocolate;1300–1600 msnm
930;Río Real 930;Honduras;Geisha;cápsula;chocolate|nuez|vainilla;1200–1500 msnm
931;Altura del Café Especial 931;Honduras;Catuai;molido;cítrico|floral|miel;1500–1900 msnm
932;Sol del Tesoro 932;Guatemala;Caturra;grano;terroso|especias|chocolate;1500–1900 msnm
933;Mirador del Bosque Alto 933;Brasil;Maragogipe;molido;caramelo|nuez|chocolate;1400–1800 msnm
934;Joya del Bosque Alto 934;El Salvador;Bourbon;grano;frutal|chocolate|floral;1300–1600 msnm
935;Mirador del Mundo 935;Honduras;Castillo;grano;caramelo|nuez|chocolate;1400–1800 msnm
936;Altura del Horizonte 936;El Salvador;Pacamara;molido;panela|frutal|cacao;1600–2000 msnm
937;Cacao Verde 937;Colombia;Castillo;cápsula;caramelo|nuez|chocolate;1400–1800 msnm
938;Camino Real 938;Ecuador;Castillo;grano;frutal|chocolate|floral;1200–1500 msnm
939;Joya del Lago 939;Costa Rica;Mundo Novo;molido;caramelo|nuez|chocolate;1700–2100 msnm
940;Sierra del Mundo 940;Bolivia;Bourbon;molido;frutal|chocolate|floral;900–1200 msnm
941;Granito del Encanto Andino 941;Perú;Maragogipe;cápsula;frutal|chocolate|floral;1400–1800 msnm
942;Tesoro del Horizonte Azul 942;Brasil;Maragogipe;grano;floral|jazmín|cítrico;1300–1600 msnm
943;Travesía del Ande 943;Colombia;Pacamara;grano;panela|frutal|cacao;1700–2100 msnm
944;Maíz del Sol 944;Guatemala;Bourbon;cápsula;floral|jazmín|cítrico;1300–1600 msnm
945;Fuego del Cóndor 945;El Salvador;Maragogipe;cápsula;panela|frutal|cacao;1500–1900 msnm
946;Mística del Encanto 946;Guatemala;Typica;grano;frutal|miel|cítrico;1500–1900 msnm
947;Maíz del Este 947;Costa Rica;Typica;grano;chocolate|nuez|vainilla;1600–2000 msnm
948;Joya Mística 948;Honduras;Mundo Novo;grano;caramelo|nuez|chocolate;900–1200 msnm
949;Río del Sol Naciente 949;Guatemala;Typica;cápsula;floral|jazmín|cítrico;1700–2100 msnm
950;Tesoro Suprema 950;Brasil;Catuai;cápsula;cítrico|floral|miel;1700–2100 msnm
951;Maíz del Trueno 951;Honduras;Mundo Novo;molido;caramelo|nuez|chocolate;1500–1900 msnm
952;Rincón del Bosque 952;Ecuador;Mundo Novo;cápsula;cítrico|floral|miel;1000–1400 msnm
953;Selva Real 953;El Salvador;Typica;cápsula;frutal|caramelo|vino tinto;1400–1800 msnm
954;Colibrí del Encanto 954;Perú;Geisha;cápsula;floral|té negro|frutal;1600–2000 msnm
955;Estrella del Volcán 955;El Salvador;Villalobos;grano;frutal|miel|cítrico;1000–1400 msnm
956;Joya del Cóndor 956;Brasil;Caturra;molido;chocolate|nuez|vainilla;1000–1400 msnm
957;Joya del Camino 957;Brasil;Geisha;grano;cítrico|floral|miel;1700–2100 msnm
958;Río del Oro 958;Nicaragua;Caturra;molido;floral|jazmín|cítrico;1400–1800 msnm
959;Aurora del Jaguar 959;Costa Rica;Maragogipe;grano;floral|té negro|frutal;1200–1500 msnm
960;Río del Norte 960;El Salvador;Villalobos;cápsula;frutal|chocolate|floral;1400–1800 msnm
961;Vereda del Trópico 961;Ecuador;Catuai;grano;frutal|miel|cítrico;1300–1600 msnm
962;Reserva del Valle 962;Costa Rica;Mundo Novo;cápsula;frutal|miel|cítrico;1400–1800 msnm
963;Cumbre Dorada 963;Nicaragua;Bourbon;molido;floral|té negro|frutal;1500–1900 msnm
964;Aurora del Mar 964;Perú;Castillo;molido;frutal|miel|cítrico;900–1200 msnm
965;Alma Suprema 965;Costa Rica;Caturra;molido;cítrico|floral|miel;1500–1900 msnm
966;Sol del Jaguar 966;Brasil;Geisha;cápsula;floral|jazmín|cítrico;1400–1800 msnm
967;Estrella del Mundo 967;Nicaragua;Bourbon;molido;frutal|miel|cítrico;1700–2100 msnm
968;Luz del Este 968;Ecuador;Maragogipe;cápsula;frutal|miel|cítrico;1300–1600 msnm
969;Travesía del Maíz 969;Perú;Castillo;grano;floral|jazmín|cítrico;900–1200 msnm
970;Montaña del Trópico 970;Brasil;Catuai;molido;floral|jazmín|cítrico;1200–1500 msnm
971;Granito del Tesoro 971;Perú;Catuai;molido;panela|frutal|cacao;1700–2100 msnm
972;Raíces del Valle Sagrado 972;Guatemala;Typica;molido;chocolate|nuez|vainilla;1700–2100 msnm
973;Jaguar del Cacao 973;Honduras;Pacamara;molido;terroso|especias|chocolate;1400–1800 msnm
974;Esencia del Trueno 974;Honduras;Bourbon;cápsula;caramelo|nuez|chocolate;1200–1500 msnm
975;Alma del Lago 975;Perú;Typica;cápsula;frutal|caramelo|vino tinto;1000–1400 msnm
976;Tesoro del Este 976;Colombia;Catuai;molido;chocolate|nuez|vainilla;1700–2100 msnm
977;Rincón Clásica 977;México;Mundo Novo;grano;floral|jazmín|cítrico;1300–1600 msnm
978;Rayo Suprema 978;Honduras;Maragogipe;grano;frutal|chocolate|floral;1500–1900 msnm
979;Raíces del Río Grande 979;Nicaragua;Villalobos;molido;floral|jazmín|cítrico;1400–1800 msnm
980;Quetzal del Cacao 980;Bolivia;Catuai;cápsula;frutal|miel|cítrico;900–1200 msnm
981;Brisa del Paraíso 981;Costa Rica;Bourbon;molido;chocolate|nuez|vainilla;1700–2100 msnm
982;Alma del Cacao 982;Costa Rica;Villalobos;grano;panela|frutal|cacao;1200–1500 msnm
983;Tesoro del Oro 983;El Salvador;Geisha;grano;caramelo|nuez|chocolate;1300–1600 msnm
984;Rincón del Bosque Alto 984;Guatemala;Typica;cápsula;frutal|chocolate|floral;1000–1400 msnm
985;Colibrí del Jaguar 985;Nicaragua;Pacamara;grano;frutal|miel|cítrico;1000–1400 msnm
986;Jaguar del Oro 986;Guatemala;Typica;molido;terroso|especias|chocolate;900–1200 msnm
987;Aurora Tropical 987;México;Castillo;cápsula;chocolate|nuez|vainilla;1000–1400 msnm
988;Fuego del Sol 988;Honduras;Pacamara;cápsula;frutal|miel|cítrico;1200–1500 msnm
989;Sierra del Río 989;Nicaragua;Villalobos;cápsula;frutal|chocolate|floral;1200–1500 msnm
990;Corazón del Sur 990;Guatemala;Typica;molido;floral|té negro|frutal;900–1200 msnm
991;Travesía del Jaguar 991;Ecuador;Pacamara;cápsula;caramelo|nuez|chocolate;1500–1900 msnm
992;Sol del Sol 992;Honduras;Castillo;grano;floral|jazmín|cítrico;1600–2000 msnm
993;Cedro del Este 993;Colombia;Castillo;grano;frutal|miel|cítrico;1700–2100 msnm
994;Altura Dorada 994;Guatemala;Geisha;grano;cítrico|floral|miel;1700–2100 msnm
995;Selva del Encanto Andino 995;Ecuador;Geisha;grano;caramelo|nuez|chocolate;1400–1800 msnm
996;Joya del Maíz 996;Bolivia;Catuai;cápsula;cítrico|floral|miel;1400–1800 msnm
997;Puerta del Oro 997;México;Pacamara;cápsula;panela|frutal|cacao;900–1200 msnm
998;Jaguar Tropical 998;Colombia;Typica;grano;frutal|caramelo|vino tinto;1200–1500 msnm
999;Nube del Cóndor 999;Colombia;Catuai;molido;cítrico|floral|miel;1200–1500 msnm
1000;Encanto del Jaguar 1000;Perú;Catuai;grano;frutal|miel|cítrico;1200–1500 msnm
